,jnr_sm_id,lead_id,lead_stage,call_done_date,call_status,call_reason
378,JNR1004MG,USR1071,consideration,1/22/2022,successful,interested_for_conversion
379,JNR1004MG,USR1072,lead,1/15/2022,successful,lead_introduction
380,JNR1004MG,USR1072,lead,1/15/2022,successful,demo_schedule
381,JNR1004MG,USR1072,lead,1/17/2022,successful,demo_not_attended
382,JNR1004MG,USR1072,awareness,1/17/2022,successful,post_demo_followup
383,JNR1004MG,USR1072,consideration,1/18/2022,unsuccessful,interested_for_conversion
384,JNR1004MG,USR1072,consideration,1/19/2022,unsuccessful,interested_for_conversion
385,JNR1004MG,USR1072,consideration,1/20/2022,successful,interested_for_conversion
386,JNR1004MG,USR1072,conversion,1/19/2022,successful,successful_conversion
387,JNR1004MG,USR1073,lead,1/17/2022,unsuccessful,lead_introduction
388,JNR1004MG,USR1073,lead,1/18/2022,successful,lead_introduction
389,JNR1004MG,USR1073,lead,1/20/2022,unsuccessful,demo_schedule
390,JNR1004MG,USR1073,lead,1/19/2022,successful,demo_schedule
391,JNR1004MG,USR1073,lead,1/19/2022,successful,demo_not_attended
392,JNR1004MG,USR1073,awareness,1/19/2022,successful,post_demo_followup
393,JNR1004MG,USR1073,consideration,1/20/2022,successful,interested_for_conversion
394,JNR1004MG,USR1073,consideration,1/21/2022,successful,followup_for_conversion
395,JNR1004MG,USR1073,conversion,1/21/2022,successful,successful_conversion
396,JNR1004MG,USR1074,lead,1/17/2022,successful,lead_introduction
397,JNR1004MG,USR1074,lead,1/18/2022,successful,demo_schedule
398,JNR1004MG,USR1075,lead,1/15/2022,unsuccessful,lead_introduction
399,JNR1004MG,USR1075,lead,1/16/2022,successful,lead_introduction
400,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_schedule
401,JNR1004MG,USR1075,lead,1/18/2022,successful,demo_not_attended
402,JNR1004MG,USR1075,awareness,1/18/2022,successful,post_demo_followup
403,JNR1004MG,USR1076,lead,2/19/2022,successful,lead_introduction
404,JNR1004MG,USR1076,lead,2/21/2022,successful,demo_schedule
405,JNR1004MG,USR1077,lead,2/19/2022,successful,lead_introduction
406,JNR1004MG,USR1077,lead,2/20/2022,successful,demo_schedule
407,JNR1004MG,USR1077,lead,2/23/2022,unsuccessful,demo_not_attended
408,JNR1004MG,USR1077,lead,2/23/2022,successful,demo_not_attended
409,JNR1004MG,USR1077,awareness,2/23/2022,successful,post_demo_followup
410,JNR1004MG,USR1077,consideration,2/24/2022,successful,interested_for_conversion
411,JNR1004MG,USR1077,consideration,2/25/2022,unsuccessful,followup_for_conversion
412,JNR1004MG,USR1077,consideration,2/25/2022,successful,followup_for_conversion
413,JNR1004MG,USR1078,lead,2/19/2022,unsuccessful,lead_introduction
414,JNR1004MG,USR1078,lead,2/19/2022,successful,lead_introduction
415,JNR1004MG,USR1078,lead,2/20/2022,successful,demo_schedule
416,JNR1004MG,USR1078,lead,2/22/2022,successful,demo_not_attended
417,JNR1004MG,USR1078,awareness,2/22/2022,successful,post_demo_followup
418,JNR1004MG,USR1079,lead,2/19/2022,successful,lead_introduction
419,JNR1004MG,USR1079,lead,2/21/2022,successful,demo_schedule
420,JNR1004MG,USR1079,lead,2/22/2022,successful,demo_not_attended
421,JNR1004MG,USR1080,lead,2/19/2022,unsuccessful,lead_introduction
422,JNR1004MG,USR1080,lead,2/20/2022,successful,lead_introduction
423,JNR1004MG,USR1080,lead,2/20/2022,successful,demo_schedule
424,JNR1004MG,USR1080,lead,2/21/2022,successful,demo_not_attended
425,JNR1005MG,USR1081,lead,1/3/2022,successful,lead_introduction
426,JNR1005MG,USR1081,lead,1/5/2022,successful,demo_schedule
427,JNR1005MG,USR1082,lead,1/4/2022,successful,lead_introduction
428,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_schedule
429,JNR1005MG,USR1082,lead,1/5/2022,unsuccessful,demo_not_attended
430,JNR1005MG,USR1082,lead,1/5/2022,successful,demo_not_attended
431,JNR1005MG,USR1082,awareness,1/5/2022,successful,post_demo_followup
432,JNR1005MG,USR1082,consideration,1/6/2022,unsuccessful,interested_for_conversion
433,JNR1005MG,USR1082,consideration,1/7/2022,successful,followup_for_conversion
434,JNR1005MG,USR1082,consideration,1/6/2022,successful,interested_for_conversion
435,JNR1005MG,USR1083,lead,1/5/2022,unsuccessful,lead_introduction
436,JNR1005MG,USR1083,lead,1/6/2022,successful,lead_introduction
437,JNR1005MG,USR1083,lead,1/7/2022,successful,demo_schedule
438,JNR1005MG,USR1083,lead,1/8/2022,successful,demo_not_attended
439,JNR1005MG,USR1083,awareness,1/8/2022,successful,post_demo_followup
440,JNR1005MG,USR1084,lead,1/1/2022,successful,lead_introduction
441,JNR1005MG,USR1084,lead,1/3/2022,successful,demo_schedule
442,JNR1005MG,USR1085,lead,1/1/2022,unsuccessful,lead_introduction
443,JNR1005MG,USR1085,lead,1/2/2022,successful,lead_introduction
444,JNR1005MG,USR1085,lead,1/4/2022,successful,demo_schedule
445,JNR1005MG,USR1085,lead,1/4/2022,successful,demo_not_attended
446,JNR1005MG,USR1086,lead,1/8/2022,successful,lead_introduction
447,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_schedule
448,JNR1005MG,USR1086,lead,1/9/2022,unsuccessful,demo_not_attended
449,JNR1005MG,USR1086,lead,1/9/2022,successful,demo_not_attended
450,JNR1005MG,USR1087,lead,1/8/2022,successful,lead_introduction
451,JNR1005MG,USR1087,lead,1/9/2022,successful,demo_schedule
452,JNR1005MG,USR1087,lead,1/10/2022,successful,demo_not_attended
453,JNR1005MG,USR1087,awareness,1/10/2022,successful,post_demo_followup
454,JNR1005MG,USR1087,consideration,1/10/2022,unsuccessful,interested_for_conversion
455,JNR1005MG,USR1087,consideration,1/11/2022,successful,followup_for_conversion
456,JNR1005MG,USR1087,consideration,1/10/2022,successful,interested_for_conversion
457,JNR1005MG,USR1088,lead,1/8/2022,unsuccessful,lead_introduction
458,JNR1005MG,USR1088,lead,1/8/2022,successful,lead_introduction
459,JNR1005MG,USR1088,lead,1/10/2022,successful,demo_schedule
460,JNR1005MG,USR1088,lead,1/10/2022,successful,demo_not_attended
461,JNR1005MG,USR1089,lead,1/8/2022,successful,lead_introduction
462,JNR1005MG,USR1089,lead,1/10/2022,successful,demo_schedule
463,JNR1005MG,USR1089,lead,1/10/2022,successful,demo_not_attended
464,JNR1005MG,USR1090,lead,1/8/2022,unsuccessful,lead_introduction
465,JNR1005MG,USR1090,lead,1/9/2022,successful,lead_introduction
466,JNR1005MG,USR1090,lead,1/10/2022,successful,demo_schedule
467,JNR1005MG,USR1090,lead,1/14/2022,successful,demo_not_attended
468,JNR1005MG,USR1090,awareness,1/14/2022,successful,post_demo_followup
469,JNR1005MG,USR1091,lead,1/17/2022,successful,lead_introduction
470,JNR1005MG,USR1091,lead,1/18/2022,successful,demo_schedule
471,JNR1005MG,USR1091,lead,1/20/2022,unsuccessful,demo_not_attended
472,JNR1005MG,USR1091,lead,1/20/2022,successful,demo_not_attended
473,JNR1005MG,USR1091,awareness,1/20/2022,successful,post_demo_followup
474,JNR1005MG,USR1091,consideration,1/20/2022,successful,interested_for_conversion
475,JNR1005MG,USR1091,consideration,1/21/2022,unsuccessful,followup_for_conversion
476,JNR1005MG,USR1091,consideration,1/22/2022,successful,followup_for_conversion
477,JNR1005MG,USR1092,lead,1/18/2022,successful,lead_introduction
478,JNR1005MG,USR1092,lead,1/20/2022,successful,demo_schedule
479,JNR1005MG,USR1092,lead,1/21/2022,successful,demo_not_attended
480,JNR1005MG,USR1092,awareness,1/21/2022,successful,post_demo_followup
481,JNR1005MG,USR1092,consideration,1/21/2022,unsuccessful,interested_for_conversion
482,JNR1005MG,USR1092,consideration,1/22/2022,successful,followup_for_conversion
483,JNR1005MG,USR1092,consideration,1/21/2022,successful,interested_for_conversion
484,JNR1005MG,USR1092,conversion,1/22/2022,successful,successful_conversion
485,JNR1005MG,USR1093,lead,1/19/2022,unsuccessful,lead_introduction
486,JNR1005MG,USR1093,lead,1/20/2022,successful,lead_introduction
487,JNR1005MG,USR1093,lead,1/20/2022,unsuccessful,demo_schedule
488,JNR1005MG,USR1093,lead,1/22/2022,successful,demo_schedule
489,JNR1005MG,USR1093,lead,1/27/2022,successful,demo_not_attended
490,JNR1005MG,USR1093,awareness,1/27/2022,successful,post_demo_followup
491,JNR1005MG,USR1093,consideration,1/27/2022,successful,interested_for_conversion
492,JNR1005MG,USR1093,consideration,1/28/2022,successful,followup_for_conversion
493,JNR1005MG,USR1093,consideration,1/29/2022,successful,followup_for_conversion
494,JNR1005MG,USR1093,conversion,1/28/2022,successful,successful_conversion
495,JNR1005MG,USR1094,lead,1/17/2022,successful,lead_introduction
496,JNR1005MG,USR1094,lead,1/18/2022,successful,demo_schedule
497,JNR1005MG,USR1094,lead,1/18/2022,successful,demo_not_attended
498,JNR1005MG,USR1095,lead,1/15/2022,unsuccessful,lead_introduction
499,JNR1005MG,USR1095,lead,1/16/2022,successful,lead_introduction
500,JNR1005MG,USR1095,lead,1/17/2022,successful,demo_schedule
501,JNR1005MG,USR1095,lead,1/18/2022,successful,demo_not_attended
502,JNR1005MG,USR1095,awareness,1/18/2022,successful,post_demo_followup
503,JNR1005MG,USR1096,lead,2/21/2022,successful,lead_introduction
504,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_schedule
505,JNR1005MG,USR1096,lead,2/23/2022,unsuccessful,demo_not_attended
506,JNR1005MG,USR1096,lead,2/23/2022,successful,demo_not_attended
507,JNR1005MG,USR1097,lead,2/22/2022,successful,lead_introduction
508,JNR1005MG,USR1097,lead,2/22/2022,successful,demo_schedule
509,JNR1005MG,USR1097,lead,2/23/2022,unsuccessful,demo_not_attended
510,JNR1005MG,USR1097,lead,2/23/2022,successful,demo_not_attended
511,JNR1005MG,USR1097,awareness,2/23/2022,successful,post_demo_followup
512,JNR1005MG,USR1097,consideration,2/23/2022,unsuccessful,interested_for_conversion
513,JNR1005MG,USR1097,consideration,2/24/2022,successful,followup_for_conversion
514,JNR1005MG,USR1097,consideration,2/23/2022,successful,interested_for_conversion
515,JNR1005MG,USR1098,lead,2/23/2022,unsuccessful,lead_introduction
516,JNR1005MG,USR1098,lead,2/24/2022,successful,lead_introduction
517,JNR1005MG,USR1098,lead,2/24/2022,successful,demo_schedule
518,JNR1005MG,USR1098,lead,2/25/2022,successful,demo_not_attended
519,JNR1005MG,USR1098,awareness,2/25/2022,successful,post_demo_followup
520,JNR1005MG,USR1099,lead,2/19/2022,successful,lead_introduction
521,JNR1005MG,USR1099,lead,2/19/2022,successful,demo_schedule
522,JNR1005MG,USR1099,lead,2/19/2022,successful,demo_not_attended
523,JNR1005MG,USR1100,lead,2/19/2022,unsuccessful,lead_introduction
524,JNR1005MG,USR1100,lead,2/20/2022,successful,lead_introduction
525,JNR1005MG,USR1100,lead,2/20/2022,successful,demo_schedule
526,JNR1005MG,USR1100,lead,2/20/2022,successful,demo_not_attended
527,JNR1006MG,USR1101,lead,1/3/2022,successful,lead_introduction
528,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_schedule
529,JNR1006MG,USR1101,lead,1/3/2022,unsuccessful,demo_not_attended
530,JNR1006MG,USR1101,lead,1/3/2022,successful,demo_not_attended
531,JNR1006MG,USR1102,lead,1/4/2022,successful,lead_introduction
532,JNR1006MG,USR1102,lead,1/4/2022,successful,demo_schedule
533,JNR1006MG,USR1102,lead,1/7/2022,unsuccessful,demo_not_attended
534,JNR1006MG,USR1102,lead,1/7/2022,successful,demo_not_attended
535,JNR1006MG,USR1102,awareness,1/7/2022,successful,post_demo_followup
536,JNR1006MG,USR1102,consideration,1/7/2022,successful,interested_for_conversion
537,JNR1006MG,USR1102,consideration,1/7/2022,successful,followup_for_conversion
538,JNR1006MG,USR1102,conversion,1/7/2022,successful,successful_conversion
539,JNR1006MG,USR1103,lead,1/1/2022,unsuccessful,lead_introduction
540,JNR1006MG,USR1103,lead,1/1/2022,successful,lead_introduction
541,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_schedule
542,JNR1006MG,USR1103,lead,1/1/2022,successful,demo_not_attended
543,JNR1006MG,USR1103,awareness,1/1/2022,successful,post_demo_followup
544,JNR1006MG,USR1103,consideration,1/1/2022,successful,interested_for_conversion
545,JNR1006MG,USR1103,consideration,1/1/2022,successful,followup_for_conversion
546,JNR1006MG,USR1103,conversion,1/1/2022,successful,successful_conversion
547,JNR1006MG,USR1104,lead,1/2/2022,successful,lead_introduction
548,JNR1006MG,USR1104,lead,1/2/2022,successful,demo_schedule
549,JNR1006MG,USR1104,lead,1/2/2022,successful,demo_not_attended
550,JNR1006MG,USR1105,lead,1/3/2022,unsuccessful,lead_introduction
551,JNR1006MG,USR1105,lead,1/4/2022,successful,lead_introduction
552,JNR1006MG,USR1105,lead,1/4/2022,successful,demo_schedule
553,JNR1006MG,USR1105,lead,1/6/2022,successful,demo_not_attended
554,JNR1006MG,USR1105,awareness,1/6/2022,successful,post_demo_followup
555,JNR1006MG,USR1105,consideration,1/7/2022,successful,interested_for_conversion
556,JNR1006MG,USR1105,awareness,1/6/2022,successful,followup_for_consideration
557,JNR1006MG,USR1106,lead,1/8/2022,successful,lead_introduction
558,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_schedule
559,JNR1006MG,USR1106,lead,1/8/2022,unsuccessful,demo_not_attended
560,JNR1006MG,USR1106,lead,1/8/2022,successful,demo_not_attended
561,JNR1006MG,USR1107,lead,1/8/2022,successful,lead_introduction
562,JNR1006MG,USR1107,lead,1/8/2022,successful,demo_schedule
563,JNR1006MG,USR1107,lead,1/10/2022,successful,demo_not_attended
564,JNR1006MG,USR1107,awareness,1/10/2022,successful,post_demo_followup
565,JNR1006MG,USR1107,consideration,1/10/2022,unsuccessful,interested_for_conversion
566,JNR1006MG,USR1107,consideration,1/10/2022,successful,interested_for_conversion
567,JNR1006MG,USR1107,consideration,1/10/2022,successful,followup_for_conversion
568,JNR1006MG,USR1108,lead,1/8/2022,unsuccessful,lead_introduction
569,JNR1006MG,USR1108,lead,1/8/2022,successful,lead_introduction
570,JNR1006MG,USR1108,lead,1/8/2022,successful,demo_schedule
571,JNR1006MG,USR1108,lead,1/8/2022,successful,demo_not_attended
572,JNR1006MG,USR1109,lead,1/8/2022,successful,lead_introduction
573,JNR1006MG,USR1109,lead,1/8/2022,successful,demo_schedule
574,JNR1006MG,USR1109,lead,1/8/2022,successful,demo_not_attended
575,JNR1006MG,USR1110,lead,1/8/2022,unsuccessful,lead_introduction
576,JNR1006MG,USR1110,lead,1/9/2022,successful,lead_introduction
577,JNR1006MG,USR1110,lead,1/9/2022,successful,demo_schedule
578,JNR1006MG,USR1110,lead,1/14/2022,successful,demo_not_attended
579,JNR1006MG,USR1110,awareness,1/14/2022,successful,post_demo_followup
580,JNR1006MG,USR1111,lead,1/15/2022,successful,lead_introduction
581,JNR1006MG,USR1111,lead,1/15/2022,successful,demo_schedule
582,JNR1006MG,USR1111,lead,1/20/2022,unsuccessful,demo_not_attended
583,JNR1006MG,USR1111,lead,1/20/2022,successful,demo_not_attended
584,JNR1006MG,USR1111,awareness,1/20/2022,successful,post_demo_followup
585,JNR1006MG,USR1111,consideration,1/20/2022,successful,interested_for_conversion
586,JNR1006MG,USR1111,consideration,1/20/2022,successful,followup_for_conversion
587,JNR1006MG,USR1112,lead,1/15/2022,successful,lead_introduction
588,JNR1006MG,USR1112,lead,1/15/2022,successful,demo_schedule
589,JNR1006MG,USR1112,lead,1/17/2022,successful,demo_not_attended
590,JNR1006MG,USR1112,awareness,1/17/2022,successful,post_demo_followup
591,JNR1006MG,USR1112,consideration,1/17/2022,successful,interested_for_conversion
592,JNR1006MG,USR1112,consideration,1/17/2022,successful,followup_for_conversion
593,JNR1006MG,USR1112,conversion,1/17/2022,successful,successful_conversion
594,JNR1006MG,USR1113,lead,1/17/2022,unsuccessful,lead_introduction
595,JNR1006MG,USR1113,lead,1/18/2022,successful,lead_introduction
596,JNR1006MG,USR1113,lead,1/20/2022,unsuccessful,demo_schedule
597,JNR1006MG,USR1113,lead,1/19/2022,successful,demo_schedule
598,JNR1006MG,USR1113,lead,1/19/2022,successful,demo_not_attended
599,JNR1006MG,USR1113,awareness,1/19/2022,successful,post_demo_followup
600,JNR1006MG,USR1113,consideration,1/19/2022,successful,interested_for_conversion
601,JNR1006MG,USR1113,consideration,1/19/2022,unsuccessful,followup_for_conversion
602,JNR1006MG,USR1113,consideration,1/19/2022,successful,followup_for_conversion
603,JNR1006MG,USR1113,conversion,1/19/2022,successful,successful_conversion
604,JNR1006MG,USR1114,lead,1/17/2022,successful,lead_introduction
605,JNR1006MG,USR1114,lead,1/18/2022,successful,demo_schedule
606,JNR1006MG,USR1114,lead,1/18/2022,successful,demo_not_attended
607,JNR1006MG,USR1115,lead,1/15/2022,unsuccessful,lead_introduction
608,JNR1006MG,USR1115,lead,1/16/2022,successful,lead_introduction
609,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_schedule
610,JNR1006MG,USR1115,lead,1/18/2022,successful,demo_not_attended
611,JNR1006MG,USR1115,awareness,1/18/2022,successful,post_demo_followup
612,JNR1006MG,USR1117,lead,2/19/2022,successful,lead_introduction
613,JNR1006MG,USR1117,lead,2/21/2022,successful,demo_schedule
614,JNR1006MG,USR1117,lead,2/23/2022,unsuccessful,demo_not_attended
615,JNR1006MG,USR1117,lead,2/23/2022,successful,demo_not_attended
616,JNR1006MG,USR1117,awareness,2/23/2022,successful,post_demo_followup
617,JNR1006MG,USR1117,consideration,2/23/2022,successful,interested_for_conversion
618,JNR1006MG,USR1117,consideration,2/23/2022,unsuccessful,followup_for_conversion
619,JNR1006MG,USR1117,consideration,2/23/2022,successful,followup_for_conversion
620,JNR1006MG,USR1118,lead,2/19/2022,unsuccessful,lead_introduction
621,JNR1006MG,USR1118,lead,2/19/2022,successful,lead_introduction
622,JNR1006MG,USR1118,lead,2/20/2022,successful,demo_schedule
623,JNR1006MG,USR1118,lead,2/22/2022,successful,demo_not_attended
624,JNR1006MG,USR1118,awareness,2/22/2022,successful,post_demo_followup
625,JNR1006MG,USR1119,lead,2/19/2022,successful,lead_introduction
626,JNR1006MG,USR1119,lead,2/20/2022,successful,demo_schedule
627,JNR1006MG,USR1119,lead,2/20/2022,successful,demo_not_attended
628,JNR1006MG,USR1120,lead,2/19/2022,unsuccessful,lead_introduction
629,JNR1006MG,USR1120,lead,2/20/2022,successful,lead_introduction
630,JNR1006MG,USR1120,lead,2/22/2022,successful,demo_schedule
631,JNR1006MG,USR1120,lead,2/22/2022,successful,demo_not_attended
632,JNR1007MG,USR1121,lead,1/1/2022,successful,lead_introduction
633,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_schedule
634,JNR1007MG,USR1121,lead,1/1/2022,unsuccessful,demo_not_attended
635,JNR1007MG,USR1121,lead,1/1/2022,successful,demo_not_attended
636,JNR1007MG,USR1122,lead,1/1/2022,successful,lead_introduction
637,JNR1007MG,USR1122,lead,1/3/2022,successful,demo_schedule
638,JNR1007MG,USR1122,lead,1/5/2022,unsuccessful,demo_not_attended
639,JNR1007MG,USR1122,lead,1/5/2022,successful,demo_not_attended
640,JNR1007MG,USR1122,awareness,1/5/2022,successful,post_demo_followup
641,JNR1007MG,USR1122,consideration,1/5/2022,successful,interested_for_conversion
642,JNR1007MG,USR1122,consideration,1/5/2022,successful,followup_for_conversion
643,JNR1007MG,USR1123,lead,1/1/2022,unsuccessful,lead_introduction
644,JNR1007MG,USR1123,lead,1/1/2022,successful,lead_introduction
645,JNR1007MG,USR1123,lead,1/2/2022,successful,demo_schedule
646,JNR1007MG,USR1123,lead,1/5/2022,successful,demo_not_attended
647,JNR1007MG,USR1123,awareness,1/5/2022,successful,post_demo_followup
648,JNR1007MG,USR1124,lead,1/1/2022,successful,lead_introduction
649,JNR1007MG,USR1124,lead,1/2/2022,successful,demo_schedule
650,JNR1007MG,USR1124,lead,1/2/2022,unsuccessful,demo_not_attended
651,JNR1007MG,USR1124,lead,1/3/2022,successful,demo_not_attended
652,JNR1007MG,USR1125,lead,1/1/2022,unsuccessful,lead_introduction
653,JNR1007MG,USR1125,lead,1/2/2022,successful,lead_introduction
654,JNR1007MG,USR1125,lead,1/4/2022,successful,demo_schedule
655,JNR1007MG,USR1125,lead,1/5/2022,successful,demo_not_attended
656,JNR1007MG,USR1126,lead,1/10/2022,successful,lead_introduction
657,JNR1007MG,USR1126,lead,1/12/2022,successful,demo_schedule
658,JNR1007MG,USR1126,lead,1/13/2022,unsuccessful,demo_not_attended
659,JNR1007MG,USR1126,lead,1/13/2022,successful,demo_not_attended
660,JNR1007MG,USR1127,lead,1/11/2022,successful,lead_introduction
661,JNR1007MG,USR1127,lead,1/12/2022,successful,demo_schedule
662,JNR1007MG,USR1127,lead,1/13/2022,successful,demo_not_attended
663,JNR1007MG,USR1127,awareness,1/13/2022,successful,post_demo_followup
664,JNR1007MG,USR1127,consideration,1/13/2022,successful,interested_for_conversion
665,JNR1007MG,USR1127,consideration,1/13/2022,successful,followup_for_conversion
666,JNR1007MG,USR1128,lead,1/12/2022,unsuccessful,lead_introduction
667,JNR1007MG,USR1128,lead,1/13/2022,successful,lead_introduction
668,JNR1007MG,USR1128,lead,1/14/2022,successful,demo_schedule
669,JNR1007MG,USR1128,lead,1/15/2022,successful,demo_not_attended
670,JNR1007MG,USR1129,lead,1/14/2022,successful,lead_introduction
671,JNR1007MG,USR1129,lead,1/16/2022,successful,demo_schedule
672,JNR1007MG,USR1129,lead,1/17/2022,successful,demo_not_attended
673,JNR1007MG,USR1130,lead,1/15/2022,unsuccessful,lead_introduction
674,JNR1007MG,USR1130,lead,1/16/2022,successful,lead_introduction
675,JNR1007MG,USR1130,lead,1/18/2022,successful,demo_schedule
676,JNR1007MG,USR1130,lead,1/19/2022,successful,demo_not_attended
677,JNR1007MG,USR1130,awareness,1/19/2022,successful,post_demo_followup
678,JNR1007MG,USR1131,lead,1/15/2022,successful,lead_introduction
679,JNR1007MG,USR1131,lead,1/16/2022,successful,demo_schedule
680,JNR1007MG,USR1131,lead,1/20/2022,unsuccessful,demo_not_attended
681,JNR1007MG,USR1131,lead,1/20/2022,successful,demo_not_attended
682,JNR1007MG,USR1131,awareness,1/20/2022,successful,post_demo_followup
683,JNR1007MG,USR1131,consideration,1/20/2022,successful,interested_for_conversion
684,JNR1007MG,USR1131,consideration,1/20/2022,successful,followup_for_conversion
685,JNR1007MG,USR1132,lead,1/15/2022,successful,lead_introduction
686,JNR1007MG,USR1132,lead,1/16/2022,successful,demo_schedule
687,JNR1007MG,USR1132,lead,1/17/2022,successful,demo_not_attended
688,JNR1007MG,USR1132,awareness,1/17/2022,successful,post_demo_followup
689,JNR1007MG,USR1132,consideration,1/17/2022,successful,interested_for_conversion
690,JNR1007MG,USR1132,consideration,1/17/2022,successful,followup_for_conversion
691,JNR1007MG,USR1132,conversion,1/17/2022,successful,successful_conversion
692,JNR1007MG,USR1133,lead,1/17/2022,unsuccessful,lead_introduction
693,JNR1007MG,USR1133,lead,1/18/2022,successful,lead_introduction
694,JNR1007MG,USR1133,lead,1/20/2022,unsuccessful,demo_schedule
695,JNR1007MG,USR1133,lead,1/18/2022,successful,demo_schedule
696,JNR1007MG,USR1133,lead,1/19/2022,successful,demo_not_attended
697,JNR1007MG,USR1133,awareness,1/19/2022,successful,post_demo_followup
698,JNR1007MG,USR1133,consideration,1/19/2022,successful,interested_for_conversion
699,JNR1007MG,USR1133,consideration,1/19/2022,successful,followup_for_conversion
700,JNR1007MG,USR1133,conversion,1/19/2022,successful,successful_conversion
701,JNR1007MG,USR1134,lead,1/17/2022,successful,lead_introduction
702,JNR1007MG,USR1134,lead,1/19/2022,successful,demo_schedule
703,JNR1007MG,USR1134,lead,1/20/2022,successful,demo_not_attended
704,JNR1007MG,USR1135,lead,1/15/2022,unsuccessful,lead_introduction
705,JNR1007MG,USR1135,lead,1/16/2022,successful,lead_introduction
706,JNR1007MG,USR1135,lead,1/17/2022,successful,demo_schedule
707,JNR1007MG,USR1135,lead,1/18/2022,successful,demo_not_attended
708,JNR1007MG,USR1135,awareness,1/18/2022,successful,post_demo_followup
709,JNR1007MG,USR1136,lead,2/19/2022,successful,lead_introduction
710,JNR1007MG,USR1136,lead,2/20/2022,successful,demo_schedule
711,JNR1007MG,USR1136,lead,2/21/2022,unsuccessful,demo_not_attended
712,JNR1007MG,USR1136,lead,2/21/2022,successful,demo_not_attended
713,JNR1007MG,USR1137,lead,2/19/2022,successful,lead_introduction
714,JNR1007MG,USR1137,lead,2/21/2022,successful,demo_schedule
715,JNR1007MG,USR1137,lead,2/23/2022,unsuccessful,demo_not_attended
716,JNR1007MG,USR1137,lead,2/23/2022,successful,demo_not_attended
717,JNR1007MG,USR1137,awareness,2/23/2022,successful,post_demo_followup
718,JNR1007MG,USR1137,consideration,2/23/2022,successful,interested_for_conversion
719,JNR1007MG,USR1137,consideration,2/23/2022,successful,followup_for_conversion
720,JNR1007MG,USR1138,lead,2/19/2022,unsuccessful,lead_introduction
721,JNR1007MG,USR1138,lead,2/19/2022,successful,lead_introduction
722,JNR1007MG,USR1138,lead,2/19/2022,successful,demo_schedule
723,JNR1007MG,USR1138,lead,2/22/2022,successful,demo_not_attended
724,JNR1007MG,USR1138,awareness,2/22/2022,successful,post_demo_followup
725,JNR1007MG,USR1139,lead,2/19/2022,successful,lead_introduction
726,JNR1007MG,USR1139,lead,2/19/2022,successful,demo_schedule
727,JNR1007MG,USR1139,lead,2/20/2022,successful,demo_not_attended
728,JNR1007MG,USR1140,lead,2/19/2022,unsuccessful,lead_introduction
729,JNR1007MG,USR1140,lead,2/20/2022,successful,lead_introduction
730,JNR1007MG,USR1140,lead,2/20/2022,successful,demo_schedule
731,JNR1007MG,USR1140,lead,2/21/2022,successful,demo_not_attended
732,JNR1008MG,USR1141,lead,1/1/2022,successful,lead_introduction
733,JNR1008MG,USR1141,lead,1/1/2022,successful,demo_schedule
734,JNR1008MG,USR1141,lead,1/2/2022,unsuccessful,demo_not_attended
735,JNR1008MG,USR1141,lead,1/2/2022,successful,demo_not_attended
736,JNR1008MG,USR1142,lead,1/1/2022,successful,lead_introduction
737,JNR1008MG,USR1142,lead,1/1/2022,successful,demo_schedule
738,JNR1008MG,USR1142,lead,1/7/2022,unsuccessful,demo_not_attended
739,JNR1008MG,USR1142,lead,1/7/2022,successful,demo_not_attended
740,JNR1008MG,USR1142,awareness,1/7/2022,successful,post_demo_followup
741,JNR1008MG,USR1142,consideration,1/7/2022,successful,interested_for_conversion
742,JNR1008MG,USR1142,consideration,1/7/2022,unsuccessful,followup_for_conversion
743,JNR1008MG,USR1142,consideration,1/7/2022,successful,followup_for_conversion
744,JNR1008MG,USR1142,conversion,1/7/2022,successful,successful_conversion
745,JNR1008MG,USR1143,lead,1/1/2022,unsuccessful,lead_introduction
746,JNR1008MG,USR1143,lead,1/1/2022,successful,lead_introduction
747,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_schedule
748,JNR1008MG,USR1143,lead,1/1/2022,successful,demo_not_attended
749,JNR1008MG,USR1143,awareness,1/1/2022,successful,post_demo_followup
750,JNR1008MG,USR1143,consideration,1/1/2022,successful,interested_for_conversion
751,JNR1008MG,USR1143,consideration,1/1/2022,successful,followup_for_conversion
752,JNR1008MG,USR1143,conversion,1/1/2022,successful,successful_conversion
753,JNR1008MG,USR1144,lead,1/2/2022,successful,lead_introduction
754,JNR1008MG,USR1144,lead,1/2/2022,successful,demo_schedule
755,JNR1008MG,USR1144,lead,1/3/2022,successful,demo_not_attended
756,JNR1008MG,USR1145,lead,1/3/2022,unsuccessful,lead_introduction
757,JNR1008MG,USR1145,lead,1/4/2022,successful,lead_introduction
758,JNR1008MG,USR1145,lead,1/4/2022,successful,demo_schedule
